id,text,language,platform,label,user_location,timestamp,likes,shares,comments,engagement_rate,user_age,user_gender,device_type,post_type,sentiment_score,emotional_tone,has_media,account_type,activity_level,mood_keyword,follower_count,following_count,account_age_days,verified_status,content_reported,predicted_sentiment,confidence
328,"I feel like I’m losing control, I’m panicking!",Spanish,Twitter,Anxiety Crisis,China,2024-03-27 6:32,8691,555,69,0.9445,36,Male,Tablet,Link,-0.54,Positive,True,Personal,Low,Excited,388131,3225,3282,False,True,anxiety crisis,69.41010101010102
329,"Everything feels amazing, I can do anything!",Mandarin,Facebook,Manic Episode,Canada,2024-03-25 17:23,4205,498,2136,1.4939,13,Other,Tablet,Video,0.16,Negative,True,Anonymous,Low,Hopeless,522908,4783,52,True,False,manic episode,76.45743145743145
330,I have so much energy! Haven’t slept in days!,Mandarin,Twitter,Manic Episode,UK,2024-03-21 15:59,7424,4784,1589,3.0437,53,Male,Mobile,Text,0.2,Neutral,False,Influencer,Medium,Calm,683367,3322,2020,True,True,depressive episode,26.529004329004337
331,لا شيء يجلب لي السعادة بعد الآن.,Spanish,Twitter,Depressive Episode,Spain,2024-03-14 5:47,679,3945,2013,0.6907,32,Other,Mobile,Text,-0.02,Very Negative,True,Influencer,Low,Happy,493015,4120,372,False,True,depressive episode,26.52900432900433
332,Nothing seems to matter anymore.,Mandarin,Twitter,Depressive Episode,USA,2024-03-25 22:18,5012,4101,2714,27.3141,56,Other,Mobile,Text,0.9,Very Negative,False,Influencer,Very High,Sad,488179,2090,1476,False,True,depressive episode,73.04213564213565
333,Estoy perdiendo el interés en todo.,Mandarin,Facebook,Depressive Episode,India,2024-03-5 2:9,3180,1714,301,0.739,61,Female,Desktop,Image,-0.47,Very Positive,True,Business,Medium,Anxious,169936,4172,2733,True,False,depressive episode,76.55981240981242
334,لا شيء يجلب لي السعادة بعد الآن.,Spanish,Twitter,Depressive Episode,Canada,2024-03-2 9:39,1419,3958,2041,3.0895,15,Female,Mobile,Video,-0.36,Very Positive,False,Anonymous,Medium,Calm,704023,2470,1483,True,False,depressive episode,26.529004329004337
335,"¡Tengo una energía increíble, no puedo parar!",English,Facebook,Manic Episode,Canada,2024-03-24 23:37,4065,3700,908,1.3811,26,Non-binary,Desktop,Text,-0.62,Neutral,True,Influencer,Medium,Excited,924207,4794,1957,False,True,manic episode,79.19314574314573
336,"¡Tengo una energía increíble, no puedo parar!",Arabic,Facebook,Manic Episode,India,2024-03-6 3:23,862,4944,2336,1.0498,40,Male,Desktop,Image,0.52,Very Negative,True,Business,Very High,Calm,874663,2127,3173,False,False,manic episode,79.19314574314573
337,"¡Tengo una energía increíble, no puedo parar!",Arabic,Facebook,Manic Episode,Spain,2024-03-5 21:14,7769,1549,238,1.5824,44,Non-binary,Mobile,Video,0.04,Very Positive,False,Influencer,Very High,Anxious,810111,962,3026,False,False,manic episode,79.19314574314573
338,有时候我想结束一切。,Mandarin,Facebook,Suicidal Ideation,Canada,2024-03-3 1:47,1231,4477,1053,2.7664,38,Other,Desktop,Video,-0.22,Neutral,True,Business,Medium,Happy,375495,2985,2288,False,False,depressive episode,26.529004329004337
339,我喘不过气来了，好害怕！,Mandarin,Twitter,Anxiety Crisis,Spain,2024-03-14 0:33,1058,2322,1180,0.6547,69,Male,Desktop,Image,0.47,Neutral,True,Business,Very High,Hopeless,371844,1418,2467,False,False,depressive episode,26.529004329004337
340,I don’t see the point in continuing...,Mandarin,Facebook,Suicidal Ideation,France,2024-03-24 23:3,5507,4580,2323,3.3191,60,Female,Tablet,Video,0.8,Very Negative,True,Anonymous,Medium,Anxious,339755,3692,2762,False,False,suicidal ideation,68.16443001443001
341,أتمنى لو لم أكن موجودًا.,Spanish,Twitter,Suicidal Ideation,UK,2024-03-10 0:37,2842,2021,344,1.0644,43,Female,Mobile,Text,0.02,Positive,True,Influencer,Low,Calm,632164,187,2105,True,False,depressive episode,26.52900432900433
342,我有无限的精力，今天能做任何事！,English,Twitter,Manic Episode,India,2024-03-6 11:58,5379,4539,1960,1.3754,64,Other,Desktop,Image,-0.92,Negative,False,Business,Low,Sad,706929,3731,639,False,False,depressive episode,26.529004329004337
343,أشعر وكأنني أستطيع غزو العالم!,Arabic,Twitter,Manic Episode,Japan,2024-03-28 3:22,7117,4819,353,6.9587,50,Female,Mobile,Video,0.04,Very Negative,True,Personal,Very High,Calm,321876,1970,1682,False,True,depressive episode,26.529004329004337
344,Everything would be easier if I wasn’t here.,Spanish,Facebook,Suicidal Ideation,Canada,2024-03-27 17:1,9528,3898,2394,2.0718,52,Non-binary,Tablet,Video,0.87,Neutral,True,Personal,High,Excited,632842,4348,2136,False,True,depressive episode,26.529004329004337
345,我有无限的精力，今天能做任何事！,Spanish,Twitter,Manic Episode,UK,2024-03-24 7:14,7486,454,1390,38.2377,52,Male,Desktop,Image,-0.97,Negative,False,Influencer,Low,Sad,704963,1779,85,False,False,depressive episode,26.529004329004337
346,Everything would be easier if I wasn’t here.,Arabic,Twitter,Suicidal Ideation,Japan,2024-03-2 7:55,2979,4436,1835,80.4348,37,Male,Mobile,Text,-0.76,Neutral,True,Personal,High,Energetic,113672,2811,2630,True,False,depressive episode,26.529004329004337
347,Nothing seems to matter anymore.,Arabic,Facebook,Depressive Episode,Spain,2024-03-11 4:45,939,3857,935,0.8861,68,Non-binary,Mobile,Link,0.87,Very Positive,False,Anonymous,Medium,Anxious,728258,597,528,False,True,depressive episode,73.04213564213563
348,I feel hopeless and alone...,Mandarin,Facebook,Depressive Episode,Japan,2024-03-3 8:40,7629,3044,145,1.302,13,Other,Desktop,Link,0.65,Neutral,False,Personal,Medium,Excited,11992,4118,1022,False,False,anxiety crisis,29.874458874458874
349,Ojalá pudiera desaparecer para siempre.,English,Twitter,Suicidal Ideation,Australia,2024-03-17 7:30,8417,811,2820,2.1665,22,Other,Mobile,Video,-0.24,Positive,True,Influencer,High,Calm,525994,4529,787,False,True,suicidal ideation,71.68470418470419
350,I have so much energy! Haven’t slept in days!,English,Facebook,Manic Episode,Mexico,2024-03-22 20:58,2177,1418,295,1.6825,47,Other,Desktop,Image,0.38,Very Negative,False,Personal,High,Energetic,292642,3110,1742,False,False,depressive episode,26.529004329004337
351,I have so much energy! Haven’t slept in days!,Spanish,Facebook,Manic Episode,Canada,2024-03-25 12:47,6985,4846,2494,2.2811,34,Non-binary,Desktop,Image,0.77,Negative,True,Anonymous,Very High,Excited,571894,3151,2209,True,True,depressive episode,26.529004329004337
352,أتمنى لو لم أكن موجودًا.,Spanish,Twitter,Suicidal Ideation,Canada,2024-03-6 2:31,4245,4918,1283,1.1351,39,Non-binary,Desktop,Text,-0.73,Negative,True,Anonymous,Very High,Sad,218394,2551,3051,True,False,depressive episode,26.529004329004337
353,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,English,Facebook,Anxiety Crisis,Brazil,2024-03-24 1:49,2061,1074,1739,0.5628,33,Female,Tablet,Image,-0.63,Positive,True,Business,Very High,Energetic,33364,2860,1555,False,True,depressive episode,26.529004329004337
354,لا شيء يجلب لي السعادة بعد الآن.,Arabic,Twitter,Depressive Episode,China,2024-03-18 12:12,8697,338,1225,3.3129,15,Male,Desktop,Link,0.06,Neutral,True,Influencer,High,Happy,397444,2895,1917,False,True,depressive episode,26.529004329004337
355,لا شيء يجلب لي السعادة بعد الآن.,Mandarin,Twitter,Depressive Episode,UAE,2024-03-13 9:32,151,4096,77,1.5638,51,Other,Desktop,Image,0.94,Neutral,False,Personal,High,Calm,202414,1053,729,False,False,depressive episode,26.529004329004337
356,I have so much energy! Haven’t slept in days!,Spanish,Facebook,Manic Episode,Australia,2024-03-28 10:48,6178,3106,1740,2.3077,54,Male,Desktop,Link,0.56,Neutral,False,Influencer,Very High,Sad,267189,1332,3017,True,False,depressive episode,26.529004329004337
357,Nothing seems to matter anymore.,English,Twitter,Depressive Episode,Australia,2024-03-12 16:47,1522,4363,574,12.3499,58,Female,Desktop,Text,-0.66,Very Positive,False,Business,Low,Energetic,829246,3721,2543,False,False,depressive episode,73.04213564213565
358,أشعر وكأنني أستطيع غزو العالم!,English,Facebook,Manic Episode,Spain,2024-03-27 2:20,1414,3878,958,0.6946,13,Non-binary,Tablet,Video,0.3,Positive,False,Business,Very High,Hopeless,105176,205,2350,True,False,depressive episode,26.529004329004337
359,Everything would be easier if I wasn’t here.,English,Facebook,Suicidal Ideation,Australia,2024-03-17 17:46,5628,4013,1057,1.5448,51,Female,Mobile,Video,-0.11,Positive,False,Personal,High,Happy,824195,112,846,True,False,depressive episode,26.529004329004337
360,لا شيء يجلب لي السعادة بعد الآن.,Spanish,Twitter,Depressive Episode,UK,2024-03-4 21:58,4055,719,1337,0.6841,40,Other,Mobile,Image,-0.95,Neutral,False,Personal,Medium,Hopeless,612058,3006,2942,False,False,depressive episode,26.529004329004337
361,"My heart is racing, I can’t breathe!",English,Twitter,Anxiety Crisis,Mexico,2024-03-9 10:54,6174,3675,2554,1.523,15,Male,Tablet,Video,0.46,Very Negative,False,Anonymous,Very High,Calm,702340,2735,1287,False,False,anxiety crisis,87.38607503607504
362,我喘不过气来了，好害怕！,Arabic,Twitter,Anxiety Crisis,Germany,2024-03-12 19:59,4855,4854,213,1.3079,47,Non-binary,Tablet,Video,-0.15,Positive,True,Personal,Low,Calm,704026,1658,82,False,False,depressive episode,26.529004329004337
363,"¡Tengo una energía increíble, no puedo parar!",Arabic,Twitter,Manic Episode,Australia,2024-03-12 13:31,3416,2508,1127,1.401,13,Non-binary,Desktop,Image,0.66,Negative,True,Business,Very High,Sad,282102,4548,1841,False,True,manic episode,79.19314574314573
364,"I feel like I’m losing control, I’m panicking!",Arabic,Twitter,Anxiety Crisis,Brazil,2024-03-2 12:19,571,4703,2819,0.9908,23,Female,Tablet,Image,0.22,Negative,True,Business,High,Hopeless,385564,3366,2723,False,True,anxiety crisis,69.41010101010102
365,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,Arabic,Facebook,Anxiety Crisis,China,2024-03-21 4:56,6452,4933,2880,11.4211,65,Other,Mobile,Link,0.06,Neutral,False,Business,Low,Calm,650988,1455,2607,False,False,depressive episode,26.529004329004337
366,أشعر وكأنني أستطيع غزو العالم!,Spanish,Facebook,Manic Episode,UK,2024-03-8 18:1,2197,266,719,1.1918,38,Other,Tablet,Text,0.07,Positive,True,Influencer,High,Sad,246517,212,2329,False,True,depressive episode,26.529004329004337
367,我有无限的精力，今天能做任何事！,Arabic,Twitter,Manic Episode,France,2024-03-11 4:47,5328,3654,289,1.1596,50,Other,Mobile,Text,0.29,Positive,True,Influencer,Very High,Excited,231247,776,2431,False,False,depressive episode,26.529004329004337
368,我喘不过气来了，好害怕！,Spanish,Facebook,Anxiety Crisis,Brazil,2024-03-17 0:57,9208,2398,1393,2.957,21,Non-binary,Mobile,Link,-0.92,Very Negative,True,Anonymous,Very High,Calm,727597,1369,3527,False,False,depressive episode,26.52900432900433
369,我喘不过气来了，好害怕！,Spanish,Twitter,Anxiety Crisis,Mexico,2024-03-14 5:8,3138,809,2334,1.1627,30,Female,Mobile,Text,0.48,Negative,False,Anonymous,High,Happy,310057,4848,120,False,False,depressive episode,26.529004329004337
370,I have so much energy! Haven’t slept in days!,English,Facebook,Manic Episode,Canada,2024-03-27 8:47,1516,1859,1095,0.4734,31,Male,Mobile,Text,0.96,Neutral,True,Business,Very High,Calm,221906,532,384,True,False,depressive episode,26.52900432900433
371,"¡Tengo una energía increíble, no puedo parar!",Spanish,Twitter,Manic Episode,Spain,2024-03-9 17:10,3760,242,1153,0.7459,14,Male,Tablet,Text,-0.5,Positive,False,Anonymous,Medium,Hopeless,136384,3425,2934,True,False,manic episode,79.19314574314573
372,Everything would be easier if I wasn’t here.,Mandarin,Twitter,Suicidal Ideation,UAE,2024-03-27 5:53,3191,1042,1321,0.8197,42,Non-binary,Desktop,Image,0.46,Neutral,True,Business,Very High,Sad,97580,2850,1109,False,True,depressive episode,26.529004329004337
373,我喘不过气来了，好害怕！,Spanish,Facebook,Anxiety Crisis,USA,2024-03-4 4:45,7648,3677,1048,1.4417,24,Female,Mobile,Text,-0.49,Neutral,True,Influencer,Very High,Calm,383042,4296,2373,True,True,depressive episode,26.529004329004337
374,Ojalá pudiera desaparecer para siempre.,Arabic,Twitter,Suicidal Ideation,USA,2024-03-9 15:13,5186,67,2689,4.705,52,Female,Desktop,Link,0.73,Very Negative,False,Personal,High,Excited,959731,4460,2813,False,False,suicidal ideation,71.68470418470419
375,"I feel like I’m losing control, I’m panicking!",Spanish,Twitter,Anxiety Crisis,USA,2024-03-18 4:5,3470,1337,1897,0.6756,41,Male,Desktop,Video,-0.83,Positive,True,Influencer,Low,Excited,158522,1075,2616,True,True,anxiety crisis,69.41010101010102
376,¡Mi ansiedad está fuera de control!,Arabic,Facebook,Anxiety Crisis,Spain,2024-03-18 5:0,9561,3650,609,2.2534,69,Other,Desktop,Video,-0.61,Very Positive,False,Anonymous,Medium,Happy,770399,4840,2524,False,True,anxiety crisis,34.701443001443
377,我喘不过气来了，好害怕！,English,Twitter,Anxiety Crisis,Spain,2024-03-13 12:14,3751,4647,969,1.1087,58,Female,Mobile,Text,-0.46,Very Positive,True,Influencer,High,Calm,580728,4004,1248,False,False,depressive episode,26.529004329004337
378,"I feel like I’m losing control, I’m panicking!",English,Twitter,Anxiety Crisis,Germany,2024-03-27 2:3,5194,3540,267,6.1735,44,Female,Desktop,Video,-0.55,Negative,True,Influencer,Very High,Calm,16014,1603,860,False,False,anxiety crisis,69.41010101010102
379,Ojalá pudiera desaparecer para siempre.,Arabic,Twitter,Suicidal Ideation,Japan,2024-03-14 8:7,2703,192,789,2.1786,18,Other,Mobile,Text,-0.48,Negative,False,Anonymous,High,Hopeless,469259,1231,160,False,False,suicidal ideation,71.68470418470419
380,أشعر وكأنني أستطيع غزو العالم!,Mandarin,Facebook,Manic Episode,Australia,2024-03-10 3:7,4700,4029,1656,1.4938,39,Non-binary,Tablet,Video,-0.29,Very Positive,True,Anonymous,Low,Excited,372839,2565,921,False,False,depressive episode,26.529004329004337
381,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,Mandarin,Facebook,Anxiety Crisis,UAE,2024-03-24 21:44,892,2585,1504,0.5706,38,Other,Desktop,Image,-0.09,Very Positive,True,Influencer,Medium,Hopeless,301142,867,3296,False,False,depressive episode,26.529004329004337
382,"Everything feels amazing, I can do anything!",Mandarin,Twitter,Manic Episode,Brazil,2024-03-8 19:32,407,4367,321,9.874,30,Non-binary,Tablet,Text,0.24,Positive,False,Business,Low,Happy,685815,3486,3418,True,False,manic episode,76.45743145743145
383,Everything would be easier if I wasn’t here.,English,Twitter,Suicidal Ideation,Japan,2024-03-23 22:11,3194,518,1972,0.6466,36,Non-binary,Tablet,Video,0.62,Positive,False,Influencer,Medium,Excited,963297,1298,3328,False,False,depressive episode,26.529004329004337
384,"Everything feels amazing, I can do anything!",Spanish,Twitter,Manic Episode,Spain,2024-03-21 16:10,3351,2290,581,0.7647,26,Other,Desktop,Video,0.77,Neutral,True,Business,High,Excited,443690,2651,1445,True,False,manic episode,76.45743145743145
385,أتمنى لو لم أكن موجودًا.,English,Twitter,Suicidal Ideation,Spain,2024-03-18 7:12,6789,1564,2877,3.4385,48,Male,Tablet,Video,0.8,Very Negative,False,Business,Medium,Hopeless,347375,4157,3378,True,False,depressive episode,26.529004329004337
386,"My heart is racing, I can’t breathe!",Spanish,Twitter,Anxiety Crisis,UK,2024-03-6 22:1,6873,1014,2475,10.6935,19,Non-binary,Desktop,Link,0.31,Neutral,False,Business,Medium,Sad,543215,2537,2021,False,False,anxiety crisis,87.38607503607504
387,有时候我觉得自己消失了也没人会注意到。,Mandarin,Twitter,Depressive Episode,China,2024-03-5 20:58,6666,1750,1764,75.4074,60,Female,Mobile,Link,-0.95,Very Negative,True,Business,Medium,Sad,932952,4478,1479,False,False,depressive episode,26.529004329004337
388,أشعر وكأنني أستطيع غزو العالم!,Arabic,Facebook,Manic Episode,Australia,2024-03-3 15:27,5166,491,352,1.361,43,Non-binary,Desktop,Text,0.15,Very Positive,False,Personal,High,Sad,499151,4206,1499,True,True,depressive episode,26.529004329004337
389,有时候我想结束一切。,Mandarin,Twitter,Suicidal Ideation,Canada,2024-03-9 11:0,4414,4727,560,1.328,63,Female,Desktop,Image,0.31,Neutral,False,Business,High,Energetic,959522,3642,2531,False,False,depressive episode,26.529004329004337
390,有时候我想结束一切。,Spanish,Facebook,Suicidal Ideation,Spain,2024-03-26 2:47,9634,3748,484,2.4747,43,Female,Desktop,Link,-0.14,Very Positive,True,Influencer,Low,Sad,400052,246,1234,True,True,depressive episode,26.529004329004337
391,"Everything feels amazing, I can do anything!",Spanish,Twitter,Manic Episode,Brazil,2024-03-11 21:49,8675,161,2102,1.4014,42,Non-binary,Tablet,Text,0.1,Positive,False,Business,Very High,Excited,616420,3617,3066,False,False,manic episode,76.45743145743145
392,"Everything feels amazing, I can do anything!",English,Facebook,Manic Episode,Brazil,2024-03-17 11:17,8267,92,955,2.9729,14,Male,Mobile,Video,0.53,Very Negative,True,Anonymous,Very High,Hopeless,273391,1564,1338,False,False,manic episode,76.45743145743145
393,"Everything feels amazing, I can do anything!",English,Twitter,Manic Episode,Germany,2024-03-28 6:4,6483,950,2583,61.0732,69,Male,Tablet,Text,0.53,Very Positive,False,Influencer,Low,Anxious,131951,246,642,True,False,manic episode,76.45743145743145
394,Everything would be easier if I wasn’t here.,Arabic,Facebook,Suicidal Ideation,UK,2024-03-10 19:3,630,948,844,0.5212,69,Male,Desktop,Image,-0.28,Positive,True,Influencer,Medium,Energetic,77096,2312,658,False,False,depressive episode,26.529004329004337
395,我有无限的精力，今天能做任何事！,Mandarin,Twitter,Manic Episode,UAE,2024-03-23 19:35,5438,1858,1602,1.4331,33,Male,Desktop,Video,0.78,Negative,True,Anonymous,High,Hopeless,984092,671,106,False,False,depressive episode,26.529004329004337
396,"My heart is racing, I can’t breathe!",Spanish,Twitter,Anxiety Crisis,Canada,2024-03-24 11:38,1141,4557,593,1.2256,17,Non-binary,Mobile,Video,0.62,Positive,True,Personal,High,Hopeless,483652,2960,2496,True,False,anxiety crisis,87.38607503607504
397,"¡Tengo una energía increíble, no puedo parar!",Mandarin,Facebook,Manic Episode,UAE,2024-03-15 2:40,6526,4686,495,1.1818,44,Other,Desktop,Video,-0.61,Positive,True,Business,Low,Hopeless,246579,1857,3540,False,False,manic episode,79.19314574314573
